relative_path,size_bytes,sha256
evidence/runs/V2_BF16_ACCUM_ONLY/meta.json,724,db6aed43b81432b9eaeab614e6927c42809f5e8077455db55e076ec4b10020ee
evidence/runs/V2_BF16_ACCUM_ONLY/reports/analyze.log,4876,eb424e37cba95a35a94d62bf90b2b95501818925cf05b6579e4435d3074e9962
evidence/runs/V2_BF16_ACCUM_ONLY/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_area.rpt,1862,2626ea002209f80f43c34426b577fe683800a50e2d58fc97a80eed66ede22686
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_constraints.rpt,779,8c3667792ab8f2988929c742a52a8e02727a7f631e855ac154d0dacc179ae88a
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_qor.rpt,2455,fa87b9c9b5a8e175bb0d388079f3fc6f7002fe9b9c70f306c89d371497dcba82
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_reference_post.rpt,29808,157f9d9016aff0892425943c8126bac41f54ba2435e3c738456c1e31fecb25de
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_reference_pre.rpt,2024,29a1c5f54cdf027db968e33473327828c0886389519f5898e46ad3ebd30e1107
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_resources_post.rpt,138377,46a4d88e333a83360dc76cd1510725a9aee0ee555d5d29fc6467eac8f2edaff6
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_resources_pre.rpt,546,0f2b531c710ee2ea678b50ece012ffd172f9358a1aab002e36ad40bdf03ccbd1
evidence/runs/V2_BF16_ACCUM_ONLY/reports/report_timing.rpt,293215,fa2e9f0d0c6d88aabb0278b29b16348504bdacd1a1b95e41868a607fbd716cdc
evidence/runs/V2_BF16_ACCUM_ONLY/summary.kv,733,56adc5189d970e9debb46f503cd5f907bdc3072b775b7946898c6efb118ef841
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/meta.json,748,beae05c57768d7f91d370c9ed46c8ee041af9093a5871fd4d20c6a18b0db33f5
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/analyze.log,54644,a2dbde81406107024ce46623adaf9c1147bd1c022e6aba675fc56cfa23c40320
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/check_design_post.rpt,89138,26fa3dce52cb4665cb29a07135454af22c00715ece3277038f8ffe77266eaa51
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_area.rpt,2049,b59abc8add7eb448b68256164f8d07acda1bfbd50af8a60d6ef0554689358c20
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_constraints.rpt,51942,913d44c64970be05dd643c50d3292a6c8ae568903738aa9efde0b267afd43a17
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_qor.rpt,2455,f1d059dad1d9d6e4f7e23e7023346d846c893da56aa1aaa88d014c8048ef4070
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_reference_post.rpt,33143,4cadd89f7d926cf4b8690a4bb605c7171361b17aef75a9476f78f050c96e8b35
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_reference_pre.rpt,58182,f3cf482af4b209ed2bf4d4313079b652cbb9300a39c412575690e39cfa707430
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_resources_post.rpt,236269,1e52ca408939b853c9183f579a1f329851034035d4ef8066d93f2ff1f93f28c9
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_resources_pre.rpt,10602,2f3af76a41c6b2d51bb43e6eb6819ac67c73867efe28413d14fa3b9015fc5d5a
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/reports/report_timing.rpt,289755,b57c046929918c47b10ea376f85708e5f7ac98f73ebf203008939450789a29a5
evidence/runs/V2_BF16_ONLY_BF16ACC_FIXED/summary.kv,743,d119c2bc4172fb930a3b2681ae9789603f5f6d49ee0a546b6afc0a4cf4235c79
evidence/runs/V2_BRICK16_BARE_PROOF/meta.json,724,1cdbc74fd1a4e28a3abe1625fd1525ebee085761957e1a367e132cc70dcd5969
evidence/runs/V2_BRICK16_BARE_PROOF/reports/analyze.log,4098,75903939212900121fe69a094fddadc49b571aca7bd81361bc2ac202e0b4b34b
evidence/runs/V2_BRICK16_BARE_PROOF/reports/check_design_post.rpt,357,140c69dff6cec1ed459bdf788d0ed445769e732d5923e7835b8a26db42dc158d
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_area.rpt,7393,7b17e3d87a9cddfd31d2b24162a2f4a2b695d9bcf572351f283fd90440d9a0e4
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_constraints.rpt,779,48f9f1966b0e1fa62ead713d21e86e458c9ff2f3970a5c7539d56d04eb94e040
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_qor.rpt,2624,c5e42c1055c17c34f1c89632131444bbb57b144b2f19ccbafa0e33145482ff26
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_reference_post.rpt,29738,5436a93e558eadb78119445c9cea861ad7ab761cf461464392a2fbc08dbad26a
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_reference_pre.rpt,9622,c4640d9f96d0091550bba9f1426e393d6040057127a598af22360b7908bbce13
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_resources_post.rpt,10533,9878085b40faaeeeea0d503b8523329862aef9fca884e6aac03065e57ae30341
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_resources_pre.rpt,4677,c11e0b15ef376ade250304effe1ff064eaac8f222f72c2269f8ab9fe471b0efb
evidence/runs/V2_BRICK16_BARE_PROOF/reports/report_timing.rpt,65883,cf96e3c0de67ebd8b8fc5a5b1481959248f3514dddae1019d951de3676973f72
evidence/runs/V2_BRICK16_BARE_PROOF/summary.kv,729,c7312bffe7ad866a85d99a9aca1e7fb12ea2edda69bd628a93f8331a9fb57d3a
evidence/runs/V2_CORE_BASE4_FTZ/meta.json,703,47cca608ead1c8717faaa7ed1ef584ea516c001c9ed4ea731f0f18e19d957907
evidence/runs/V2_CORE_BASE4_FTZ/reports/analyze.log,35341,77a56f8f0db9adcf5904c14f682457c17b4512d068a4e873a9b147cc081dc9ed
evidence/runs/V2_CORE_BASE4_FTZ/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_area.rpt,2298,8f7a5d01fadb9a429d402b2b8459cdcea5215f355b99480934f2da6d37402ceb
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_constraints.rpt,779,1c29e74199521c2e6c5b406df61d1807b03063916413312873efd558a47d8093
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_qor.rpt,2603,d117b23fa039e58fa97ba24322ca25ad444434d710940e9ff39e64612ac3fbb6
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_reference_post.rpt,14607,c5bc627996ee7df47f1e54fdd3bd18f9867edcc0dbb5efd2bb25d1d824f9fb35
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_reference_pre.rpt,55233,f34b396fdfbeb0b9f005181b5cc2d2301679c0de9172749da7dd2d01312842aa
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_resources_post.rpt,198688,20b7ce6e0a5fe4d42f32f9a9b0e768830f9a0b36f0cc0f82704be4aefcac92ec
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_resources_pre.rpt,9596,82225e396e8e49cbb89a5787a98ebde9cfbba85f2933a9411aef1770a8e7935b
evidence/runs/V2_CORE_BASE4_FTZ/reports/report_timing.rpt,265026,455e92d876261a9026fa68490cd4232c0d5ad06dea59c4b35b2d338a7c93931c
evidence/runs/V2_CORE_BASE4_FTZ/summary.kv,733,2457a7087e0049a6c92a4657eb1ce4ec9ac8fa643c2b444f4fc9573d839e91f5
evidence/runs/V2_CORE_FULL7_FTZ/meta.json,681,d209b805727b32c4c1999fa24b1dd35038a3640f988cea097f19357d2af2b616
evidence/runs/V2_CORE_FULL7_FTZ/reports/analyze.log,45665,10f49bb2d859cc03c8a2c5fe2db90791dd9ad3afa55a1e4aabfa998cdaa97a12
evidence/runs/V2_CORE_FULL7_FTZ/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_area.rpt,2298,6f9bd65186ef2071f219b4650cebeb9b62efd9d9ea4ae3c204517e03eb8d068d
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_constraints.rpt,779,3e34d0f3e9d6f5e905f6526369722b37ccc07e87ae5763925d2ce7daf57555ef
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_qor.rpt,2603,f2090f944407c80a8843e4e09381acea9e1153b6d7eb24356260014a7cb90746
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_reference_post.rpt,13736,2fe2685144f4cb0d13c131706cd86a4ec8e6c95da067d04b437bee5af237cd1d
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_reference_pre.rpt,55304,fede82f1861071ec5cba48041a0e53ad824ab338f0b8939a90b521ff3a1e479a
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_resources_post.rpt,208312,76b7409aa8d9aa664a5e9ee572d6a55b3530e6e5b5f11ac171586cc18532ad0f
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_resources_pre.rpt,9596,25c44e1ae836bec558459a31d89a3e77fc67fb0ece122b10bd8d6acd268cb7fe
evidence/runs/V2_CORE_FULL7_FTZ/reports/report_timing.rpt,264609,575f9621c3238b1572a66dd85f852d76eff138f9c5e4f67ed59957f3328aa372
evidence/runs/V2_CORE_FULL7_FTZ/summary.kv,734,9d9bbdf7949a06057ca29a56a604e06a539e40551428e14ea45b7aec5d8677cc
evidence/runs/V2_CORE_FULL7_SPECIAL/meta.json,723,39d05f2f90299bff2727f13a46f26a8e199ffadb7c92fd833d0b0ce6941fc3e8
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/analyze.log,42221,e440ddba68932341aa707c4e6342b5254060d9a4b278a28d7f861487d6249fdf
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_area.rpt,2298,555df6f6a73fa8ec9eebbc3bbfadd2559bbd782d21176da7140d68237a9d5906
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_constraints.rpt,779,fd4a52c14ddbccb363276f067c9352450db2fca680b0fddef22cf9d8a75f3170
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_qor.rpt,2603,619b591d6919bc01f29976bfc99ac043c24945805e32b5037861baea098fab3b
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_reference_post.rpt,11312,e2bb2493b2b8e9f95b896d7a89f10df95ec893ec7dcd25da2b244db668ee4993
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_reference_pre.rpt,57576,597f82e44fffde587f85f5b668079b323a231fc0f634913c7289508b5a60ed8b
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_resources_post.rpt,208348,a4c8150efc711db737bcc5e293bf4d13fdc6db04a4d5a597b1e67dc4f8e6f01b
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_resources_pre.rpt,9596,60a0a551e7fca76859b86fe7166dc7755217c232a061387209858352654fed98
evidence/runs/V2_CORE_FULL7_SPECIAL/reports/report_timing.rpt,246204,2138be02908c8a1cfb8cb7a8ec6452851ee84ef1dca50c1bd6be45cc437de804
evidence/runs/V2_CORE_FULL7_SPECIAL/summary.kv,737,851ddcb5fd53006705306b78e0eaff06ccbb6bdef987bc51abab9f7145fe7048
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/meta.json,707,6a699c629f281599c16ad396a6af8f6589c3d1b4fe598e14179631050bba440c
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/analyze.log,44230,8ded06707778bc80efb975007486b410bd971bb259288a483510c63f4fcf21a9
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_area.rpt,2298,59a81d537b8edafc80aea248194d68349b95c37faeba2392006d59a3203615a5
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_constraints.rpt,779,3276acf1e19cf2bc05da5f67ef66b812579863ea7b2b61f75904195cd4e9b416
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_qor.rpt,2603,692b55a685d1d1c8c99c840c58403171597cdaad5c9c061096014cd62b258c51
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_reference_post.rpt,14435,1f23e71fc68d48b2a4c6e6c70d457276706c692f648f193a23ec864ba0271724
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_reference_pre.rpt,55233,8fdbceab3f8ee98b8ae342b38edb653ea56e44875ad449cab7874692d06e01b8
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_resources_post.rpt,205865,f2365caa2dafbfcae79c947d8ab15d13d777fbeec053867fb452217c68a91573
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_resources_pre.rpt,9596,cda4a8be2f2dba032417b6d58fdd81c8b7ea3b30f48bd5ee76eb775fa0c29a3f
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/reports/report_timing.rpt,280158,3d1bc1d0009da2d7af2d153ac4b04b16a0739dbd1f74e701b2b6a305c2e76b6a
evidence/runs/V2_CORE_PLUS_I4BF16_FTZ/summary.kv,739,43a9f32153f9c82e82c0406777801a2444fdc0416b4b87c90750f791b3c94f3b
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/meta.json,703,13378fba103a0a1f37f77ded1d254af49c07b9a1ae64ed837382865f0b64683d
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/analyze.log,41237,5c195f80574b600088158a25316084db3efffee1ffd4ad304b88dbae4d716257
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/check_design_post.rpt,304,94bf7675a38cf2f7e109edbc8dc51e1112bf6d2b3427362c2e14197d434eaf38
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_area.rpt,2298,f6d3a626acba675bbd85ccef93f8e27bd07e2efbe7628cc56bd178a273ef2340
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_constraints.rpt,779,417613261f55541d6e532ff3901eea256d7a85c9b95a5c5a0265e3693e480e78
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_qor.rpt,2603,4edf951bde8fc998023950d4c4f74e54b9b927be9e7a76737fa7be44c6a84bca
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_reference_post.rpt,14608,68aedc737a1a6829450a28d13756151102ae9e887c02657bd5e641c9f1e4fdc2
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_reference_pre.rpt,55233,76f3d3838417cd6dc443bba3224d8d4c8683ecec88a5ce607698d6b6fa281db8
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_resources_post.rpt,201998,b7a301402362b38c090c8304fc2d5bb1a6b4d094a1b22dfc3086aa5bd1675cdc
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_resources_pre.rpt,9596,52eda350d25e29fb3897d6f9712652d7d8ba0586ee6e3fe98a051ca67ed05448
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/reports/report_timing.rpt,261186,64bed6fbeec98b9e3c29c070b013bbd70b2246a6bd3ef06bcffc05f6d54ba066
evidence/runs/V2_CORE_PLUS_I4FP8_FTZ/summary.kv,737,fe24ec712f2e1889eae95f5feda18cf637597622e0f52cfe47ddbabcf249234a
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/meta.json,763,8e784d9032de4bb93280712bc1dae9a721e02d924c60da812a78187d7e31441c
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/analyze.log,40691,ac2475e61d5aa2e21fcf27d44757cf97e51b5c7866aad3d288d98e3bf53ad1a1
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/check_design_post.rpt,12610,253dc47e519e92b82c4277ea757673022a904ab115aec1c0dffe7d82cb989763
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_area.rpt,2049,7c05e6c954e7789bf2c3150e49e1ea0a2957899fabedd4c61f7e0943c13e394f
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_constraints.rpt,779,923a56903cba7569fb66927dbd3fbd2fdcc6bdc38c0b555f51488d39940313b9
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_qor.rpt,2603,68a43c8912fd62a6c797f701b6d9c7ac03a617de1fb4dff66a6e821b0d1250c4
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_reference_post.rpt,32790,07028dab42f70f46d64bd3724f00ef1dcae7d65189de780595de9f8b5510aff8
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_reference_pre.rpt,58324,5de683f7250800bca37c5ba6a47a6af355d6f37546d602d835bab062e6914748
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_resources_post.rpt,317873,7a7d1ec417edbc85f299bfdfde4ebead3fbb5ab435e8d6626570c0e2cf1627ac
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_resources_pre.rpt,10602,4be3bd4f740af8620fffe1668f55483f277cfdf8dc9d3e0b4e17efd44a010dfe
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/reports/report_timing.rpt,324965,baf3a791123abd4e53929a4b2268a91a3a6f5d702e1a7f6966065ec8349f7889
evidence/runs/V2_FP8_NATIVE_BF16ACC_FIXED/summary.kv,746,946423f094ffb5f856df8f51a33009161a9ca622753b6861e1b8cfcd6042d771
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/meta.json,790,893f486add160689d1cb23069c266ca8b84c5b3c039faf006722c271e9592c4c
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/analyze.log,140826,6e03d221d558a961510bbc2f4947457419a4fb038281a3037e07e39d8558636e
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/check_design_post.rpt,112046,d6f8cfd44cd500ae58c3b2900652f0534237ad88c83a3095d97178fe19654dde
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_area.rpt,2049,e197a554b9aa50d02b9416e33d5dff87aa26d1b0244db9452f7a55dfd5939a32
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_constraints.rpt,1140,1030574187380826a56434e4e4cf860d09692b2fda67d556b517d7f11d99084d
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_qor.rpt,2455,36d37e793aa0fe0362af49107bc1f1715fe3bc9a2ced3101c1319fc4fe90d745
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_reference_post.rpt,28288,94263c41d0ccd4c8048bb649b041ef9af44f6774e3028f6c7b3e48449a2378db
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_reference_pre.rpt,66267,cdc80b1924bcf9d968da28457eebe065b6e9669274f20c3d0579ce542c2067a5
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_resources_post.rpt,219652,e9218f3191e7cb0dfda9d327cb4f789a263927ae5f1a4fccd34005b67353fe04
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_resources_pre.rpt,12959,d2aff6e720a6aa77d5f27ee54bb7247d18942ea0c7b637e76635ed710574b7f4
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/reports/report_timing.rpt,278143,21e968341d855f2e06ee30b4b99fbe2f19a9763e954bace15e1385e1a26a92b5
evidence/runs/V2_FP8_WIDEN_BF16ACC_FIXED/summary.kv,744,37ef159f1e2a4e79eae2e303dab2c151b87f02cb5750fa7289fac7b08519dfb5
evidence/runs/V2_I4BF16_FIXED/meta.json,718,45314ab62ab99816ea50faffa261e93df4b96156099e453cfd4e4c4db8335b76
evidence/runs/V2_I4BF16_FIXED/reports/analyze.log,48046,59982d9ab640429802ad1b5c68d3868169b4bf643d70f8d534f5562620b54795
evidence/runs/V2_I4BF16_FIXED/reports/check_design_post.rpt,67782,6fd6c30f015d12215f87c864075b6e62a71ba2d5312655fb562a80c85b9d776e
evidence/runs/V2_I4BF16_FIXED/reports/report_area.rpt,2049,ac0fad88a8b332009d800107efdd118f0d753f1b85e46376be38d75b3e3d2beb
evidence/runs/V2_I4BF16_FIXED/reports/report_constraints.rpt,1130,b53d777e7ab2df867ce51d00e3e3f0334dad7b8998e85b7b4f7d13fe8dfca9c5
evidence/runs/V2_I4BF16_FIXED/reports/report_qor.rpt,2455,c2d586557c5bbb4127ed8823d9baf56da7dfd206e647a6ea465a49d64ae90660
evidence/runs/V2_I4BF16_FIXED/reports/report_reference_post.rpt,34355,042f81c3c16143a601378548346636f204a6843deb0929a3e1fdb06efc1e1764
evidence/runs/V2_I4BF16_FIXED/reports/report_reference_pre.rpt,58324,c7b6ffaaaccd9a4795eb88ed7838cc431b28bd1f7f8ba0268da158a6c4516593
evidence/runs/V2_I4BF16_FIXED/reports/report_resources_post.rpt,244461,261706094d25bac9c36f65f73f75682f05a66231bdfe511c3337b07e2baf15ed
evidence/runs/V2_I4BF16_FIXED/reports/report_resources_pre.rpt,10602,73feb277f8ac41678d1206b30ea57015170115cfaabf393b8e35fe0a77750c02
evidence/runs/V2_I4BF16_FIXED/reports/report_timing.rpt,296671,14781accf0fcb103117d32ed732271e0347117aef5344fd05ababad8429049fa
evidence/runs/V2_I4BF16_FIXED/summary.kv,733,19506c279ce2eebd5b00cca88ede5c46cde68e282739ab273f98f0c7a401c9d3
evidence/runs/V2_I4FP8_FIXED/meta.json,720,b4a48a71d85dac07eb8fa19b74893cd5327885e944e1aa61ed044edf7d46d51c
evidence/runs/V2_I4FP8_FIXED/reports/analyze.log,43895,539af01de1c5dd8c2297ead81537695e6c7353598e5309e2151beadb0d74db48
evidence/runs/V2_I4FP8_FIXED/reports/check_design_post.rpt,37782,0f80894c550d1530b2a623da03b2b8f1243e25faa6b518ded1c62d9ade573b50
evidence/runs/V2_I4FP8_FIXED/reports/report_area.rpt,2049,efb630f2b6b638ec42bdf6ad0890937d121e4aad7d5b7cffdbcfd9ffcd3d8c1f
evidence/runs/V2_I4FP8_FIXED/reports/report_constraints.rpt,779,348cb143ff217e4b585945193b543081d44e67b2f2eeeb49e74e5daaf46d3a79
evidence/runs/V2_I4FP8_FIXED/reports/report_qor.rpt,2603,345b2ac8934e4e21b4641394c299783f580e2c196c2b7a019b26a0c2ff89fee7
evidence/runs/V2_I4FP8_FIXED/reports/report_reference_post.rpt,33302,b6012c317f622d9f2cd54f305d9594f616d70fab07e1b20a7aa1c18fcc32c66c
evidence/runs/V2_I4FP8_FIXED/reports/report_reference_pre.rpt,58253,19b082b17ab58c1f78120cbf6f92799617e280c19a0b6100f115a29a7208b805
evidence/runs/V2_I4FP8_FIXED/reports/report_resources_post.rpt,284944,f95e7cb85552e699eebd83e7e78ef0bae669f2855a184688f57bfc13f59909ae
evidence/runs/V2_I4FP8_FIXED/reports/report_resources_pre.rpt,10602,c846a1eeb6d377e93d1ea84c57869999dd56c0dd4a2ca176f3bc2ab1f13d9475
evidence/runs/V2_I4FP8_FIXED/reports/report_timing.rpt,307356,ef8dc29f041545dcde86d1882b2c171558c38c7bbfb2631fbd8d45de84d92e35
evidence/runs/V2_I4FP8_FIXED/summary.kv,732,cddc80ae29a29eb4ad0f6a3f20cd043e89b9629272e1cee051200c5714f1d6f5
evidence/runs/V2_I8BF16_FIXED/meta.json,714,2c82cce58df3ce7e055be4b93cf6efa4a759c6e2501f9ff7d193fa77cd0a8530
evidence/runs/V2_I8BF16_FIXED/reports/analyze.log,55322,66c600020170531dc014b3ad678d49ed01ad0c226b2a1a167f36faad9816ad25
evidence/runs/V2_I8BF16_FIXED/reports/check_design_post.rpt,101682,01e7f6e10c4d6c9edd603326e48e39bd1c9a7e62161afaa5cf608bebf698b067
